_screen_index,database,evaluation_file,screening_id,screening_title,status,matched_title,best_candidate_title,best_candidate_doi,match_method,match_score,margin
271,IEEE,IEEE_S1_batch_261-280.jsonl,11383695,Partial-Reps: Defending Large Language Models against Jailbreaks via Partial Repetition,MATCHED,Partial-Reps: Defending Large Language Models against Jailbreaks via Partial Repetition,Partial-Reps: Defending Large Language Models against Jailbreaks via Partial Repetition,10.1109/ic2sdt68218.2025.11383695,ID_EXACT,1.0,
272,IEEE,IEEE_S1_batch_261-280.jsonl,11383622,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,MATCHED,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,10.1109/ic2sdt68218.2025.11383622,ID_EXACT,1.0,
273,IEEE,IEEE_S1_batch_261-280.jsonl,11391064,Retrieval-Augmented Reasoning for Offensive Security: Towards Robust LLM Agents for CTF Automation,MATCHED,Retrieval-Augmented Reasoning for Offensive Security: Towards Robust LLM Agents for CTF Automation,Retrieval-Augmented Reasoning for Offensive Security: Towards Robust LLM Agents for CTF Automation,10.1109/fllm67465.2025.11391064,ID_EXACT,1.0,
274,IEEE,IEEE_S1_batch_261-280.jsonl,11391009,A Real-Time Framework for Prompt Injection Attacks Detection on Cloud-Hosted Large Language Models,MATCHED,A Real-Time Framework for Prompt Injection Attacks Detection on Cloud-Hosted Large Language Models,A Real-Time Framework for Prompt Injection Attacks Detection on Cloud-Hosted Large Language Models,10.1109/fllm67465.2025.11391009,ID_EXACT,1.0,
275,IEEE,IEEE_S1_batch_261-280.jsonl,11391166,Enhancing AI Security through CIA+,MATCHED,Enhancing AI Security through CIA+,Enhancing AI Security through CIA+,10.1109/fllm67465.2025.11391166,ID_EXACT,1.0,
276,IEEE,IEEE_S1_batch_261-280.jsonl,11391218,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,MATCHED,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,10.1109/fllm67465.2025.11391218,ID_EXACT,1.0,
277,IEEE,IEEE_S1_batch_261-280.jsonl,11391246,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,MATCHED,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,10.1109/fllm67465.2025.11391246,ID_EXACT,1.0,
278,IEEE,IEEE_S1_batch_261-280.jsonl,11391215,Prompt Injection Detection and Mitigation with AI Multiagent NLP-based Agentic Frameworks,MATCHED,Prompt Injection Detection and Mitigation with AI Multiagent NLP-based Agentic Frameworks,Prompt Injection Detection and Mitigation with AI Multiagent NLP-based Agentic Frameworks,10.1109/fllm67465.2025.11391215,ID_EXACT,1.0,
279,IEEE,IEEE_S1_batch_261-280.jsonl,11387604,Predicting Trust Risks in Al-Generated Educational Feedback: A Technical Framework Using Simulated Threats and System Logs,MATCHED,Predicting Trust Risks in Al-Generated Educational Feedback: A Technical Framework Using Simulated Threats and System Logs,Predicting Trust Risks in Al-Generated Educational Feedback: A Technical Framework Using Simulated Threats and System Logs,10.1109/icetc66579.2025.11387604,ID_EXACT,1.0,
280,IEEE,IEEE_S1_batch_281-300.jsonl,11387914,A Systematic Survey of Jailbreak Attacks Against Large Language Models,MATCHED,A Systematic Survey of Jailbreak Attacks Against Large Language Models,A Systematic Survey of Jailbreak Attacks Against Large Language Models,10.1109/iccbdai66607.2025.11387914,ID_EXACT,1.0,
281,IEEE,IEEE_S1_batch_281-300.jsonl,11383393,AAL:Attention-Guided White-Box Attack on Large Language Models,MATCHED,AAL:Attention-Guided White-Box Attack on Large Language Models,AAL:Attention-Guided White-Box Attack on Large Language Models,10.1109/bigdia68682.2025.11383393,ID_EXACT,1.0,
282,IEEE,IEEE_S1_batch_281-300.jsonl,11378619,Input Moderation and Injection Filtering in Large Language Model via Llama Guard Integration,MATCHED,Input Moderation and Injection Filtering in Large Language Model via Llama Guard Integration,Input Moderation and Injection Filtering in Large Language Model via Llama Guard Integration,10.1109/punecon67554.2025.11378619,ID_EXACT,1.0,
283,IEEE,IEEE_S1_batch_281-300.jsonl,11379319,"Lost in Translation, Found in Evaluation: Multilingual Jailbreak Detection Across 49 Languages",MATCHED,"Lost in Translation, Found in Evaluation: Multilingual Jailbreak Detection Across 49 Languages","Lost in Translation, Found in Evaluation: Multilingual Jailbreak Detection Across 49 Languages",10.1109/punecon67554.2025.11379319,ID_EXACT,1.0,
284,IEEE,IEEE_S1_batch_281-300.jsonl,11379484,Secure AI Agents for Cloud Compliance in Adversarial Environments,MATCHED,Secure AI Agents for Cloud Compliance in Adversarial Environments,Secure AI Agents for Cloud Compliance in Adversarial Environments,10.1109/iceconf65644.2025.11379484,ID_EXACT,1.0,
285,IEEE,IEEE_S1_batch_281-300.jsonl,11379668,Experimental Evaluation of Deploying SASE JEM Authentication and Deep Fool Techniques for Robust Generative AI Chatbot Protection,MATCHED,Experimental Evaluation of Deploying SASE JEM Authentication and Deep Fool Techniques for Robust Generative AI Chatbot Protection,Experimental Evaluation of Deploying SASE JEM Authentication and Deep Fool Techniques for Robust Generative AI Chatbot Protection,10.1109/iceconf65644.2025.11379668,ID_EXACT,1.0,
286,IEEE,IEEE_S1_batch_281-300.jsonl,11382707,Explainable Transformer-based Detection of Adversarial Prompts in Chatbots,MATCHED,Explainable Transformer-based Detection of Adversarial Prompts in Chatbots,Explainable Transformer-based Detection of Adversarial Prompts in Chatbots,10.1109/icecmsn68058.2025.11382707,ID_EXACT,1.0,
287,IEEE,IEEE_S1_batch_281-300.jsonl,11380866,Adversarial Prompting and Jailbreak Attacks in Large Language Models: Detection and Mitigation Strategies,MATCHED,Adversarial Prompting and Jailbreak Attacks in Large Language Models: Detection and Mitigation Strategies,Adversarial Prompting and Jailbreak Attacks in Large Language Models: Detection and Mitigation Strategies,10.1109/cosmic67569.2025.11380866,ID_EXACT,1.0,
288,IEEE,IEEE_S1_batch_281-300.jsonl,11381740,Jailbreaking Large Language Models: A Red Teaming Perspective,MATCHED,Jailbreaking Large Language Models: A Red Teaming Perspective,Jailbreaking Large Language Models: A Red Teaming Perspective,10.1109/compas67506.2025.11381740,ID_EXACT,1.0,
289,IEEE,IEEE_S1_batch_281-300.jsonl,11368582,LLM-Guarded Clouds: Leveraging Generative AI for Proactive Threat Hunting and Adaptive Defense in Hybrid Cloud Environments,MATCHED,LLM-Guarded Clouds: Leveraging Generative AI for Proactive Threat Hunting and Adaptive Defense in Hybrid Cloud Environments,LLM-Guarded Clouds: Leveraging Generative AI for Proactive Threat Hunting and Adaptive Defense in Hybrid Cloud Environments,10.1109/gcat66372.2025.11368582,ID_EXACT,1.0,
290,IEEE,IEEE_S1_batch_281-300.jsonl,11366720,"Exploring Privacy and Security Risks in LLMs: Data Leakage, Prompt Injection, and Membership Inference",MATCHED,"Exploring Privacy and Security Risks in LLMs: Data Leakage, Prompt Injection, and Membership Inference","Exploring Privacy and Security Risks in LLMs: Data Leakage, Prompt Injection, and Membership Inference",10.1109/ism66958.2025.00011,ID_EXACT,1.0,
291,IEEE,IEEE_S1_batch_281-300.jsonl,11364988,"Adversial Prompt Injection in Large Language Models: Taxonomy, Exploits, and Mitigation Frameworks",MATCHED,"Adversial Prompt Injection in Large Language Models: Taxonomy, Exploits, and Mitigation Frameworks","Adversial Prompt Injection in Large Language Models: Taxonomy, Exploits, and Mitigation Frameworks",10.1109/icrcicn68210.2025.11364988,ID_EXACT,1.0,
292,IEEE,IEEE_S1_batch_281-300.jsonl,11354818,ForgeDAN: An Evolutionary Framework for Jailbreaking Aligned Large Language Models,MATCHED,ForgeDAN: An Evolutionary Framework for Jailbreaking Aligned Large Language Models,ForgeDAN: An Evolutionary Framework for Jailbreaking Aligned Large Language Models,10.1109/trustcom66490.2025.00131,ID_EXACT,1.0,
293,IEEE,IEEE_S1_batch_281-300.jsonl,11354585,Jailbreaking Multimodal Large Language Models via Consistent Cross-Modal Backgrounds,MATCHED,Jailbreaking Multimodal Large Language Models via Consistent Cross-Modal Backgrounds,Jailbreaking Multimodal Large Language Models via Consistent Cross-Modal Backgrounds,10.1109/trustcom66490.2025.00263,ID_EXACT,1.0,
294,IEEE,IEEE_S1_batch_281-300.jsonl,11354792,Detecting Multi-Turn Jailbreak Attacks in Large Language Models via Linear Probes,MATCHED,Detecting Multi-Turn Jailbreak Attacks in Large Language Models via Linear Probes,Detecting Multi-Turn Jailbreak Attacks in Large Language Models via Linear Probes,10.1109/trustcom66490.2025.00371,ID_EXACT,1.0,
295,IEEE,IEEE_S1_batch_281-300.jsonl,11352474,"Red-Teaming LLMs with Token Control Score: Efficient, Universal, and Transferable Jailbreaks",MATCHED,"Red-Teaming LLMs with Token Control Score: Efficient, Universal, and Transferable Jailbreaks","Red-Teaming LLMs with Token Control Score: Efficient, Universal, and Transferable Jailbreaks",10.1109/raid67961.2025.00016,ID_EXACT,1.0,
296,IEEE,IEEE_S1_batch_281-300.jsonl,11362401,The Dark Side of AI: a Systematization of Knowledge on Jailbreaking and Prompt Injection in LLMs,MATCHED,The Dark Side of AI: a Systematization of Knowledge on Jailbreaking and Prompt Injection in LLMs,The Dark Side of AI: a Systematization of Knowledge on Jailbreaking and Prompt Injection in LLMs,10.1109/iconat66879.2025.11362401,ID_EXACT,1.0,
297,IEEE,IEEE_S1_batch_281-300.jsonl,11360327,An Arms Race in the Inbox: A Systematic Review of Phishing Generation and the Rise of LLMs,MATCHED,An Arms Race in the Inbox: A Systematic Review of Phishing Generation and the Rise of LLMs,An Arms Race in the Inbox: A Systematic Review of Phishing Generation and the Rise of LLMs,10.1109/dsc67331.2025.00021,ID_EXACT,1.0,
298,IEEE,IEEE_S1_batch_281-300.jsonl,11360440,Large Language Model Jailbreak Based on Stylistic Rewriting,MATCHED,Large Language Model Jailbreak Based on Stylistic Rewriting,Large Language Model Jailbreak Based on Stylistic Rewriting,10.1109/dsc67331.2025.00068,ID_EXACT,1.0,
299,IEEE,IEEE_S1_batch_281-300.jsonl,11334241,AdaptiveGuard: Towards Adaptive Runtime Safety for LLM-Powered Software,MATCHED,AdaptiveGuard: Towards Adaptive Runtime Safety for LLM-Powered Software,AdaptiveGuard: Towards Adaptive Runtime Safety for LLM-Powered Software,10.1109/ase63991.2025.00279,ID_EXACT,1.0,
300,IEEE,IEEE_S1_batch_301-320.jsonl,11348502,Assessing and Mitigating Multi-Turn Jailbreak Vulnerabilities in Large Language Models: A Crescendo Attack Study,MATCHED,Assessing and Mitigating Multi-Turn Jailbreak Vulnerabilities in Large Language Models: A Crescendo Attack Study,Assessing and Mitigating Multi-Turn Jailbreak Vulnerabilities in Large Language Models: A Crescendo Attack Study,10.1109/inmic65900.2025.11348502,ID_EXACT,1.0,
301,IEEE,IEEE_S1_batch_301-320.jsonl,11344243,DaMiT-SQL: Detecting and Mitigating Text-to-SQL Prompt Injection Attacks,MATCHED,DaMiT-SQL: Detecting and Mitigating Text-to-SQL Prompt Injection Attacks,DaMiT-SQL: Detecting and Mitigating Text-to-SQL Prompt Injection Attacks,10.1109/cascon66301.2025.00116,ID_EXACT,1.0,
302,IEEE,IEEE_S1_batch_301-320.jsonl,11337832,Security Framework for Agentic Home AI in Preventive Healthcare: Cyber Threats Worth Noting,MATCHED,Security Framework for Agentic Home AI in Preventive Healthcare: Cyber Threats Worth Noting,Security Framework for Agentic Home AI in Preventive Healthcare: Cyber Threats Worth Noting,10.1109/cars67163.2025.11337832,ID_EXACT,1.0,
303,IEEE,IEEE_S1_batch_301-320.jsonl,11336372,KG-Guard: Dynamic Knowledge Graph-Guided Multi-Turn Jailbreak Defense Framework for Large Language Models,MATCHED,KG-Guard: Dynamic Knowledge Graph-Guided Multi-Turn Jailbreak Defense Framework for Large Language Models,KG-Guard: Dynamic Knowledge Graph-Guided Multi-Turn Jailbreak Defense Framework for Large Language Models,10.1109/icmlca66850.2025.11336372,ID_EXACT,1.0,
304,IEEE,IEEE_S1_batch_301-320.jsonl,11334327,SEALGuard: Safeguarding the Multilingual Conversations in Southeast Asian Languages for AI-Powered Software,MATCHED,SEALGuard: Safeguarding the Multilingual Conversations in Southeast Asian Languages for AI-Powered Software,SEALGuard: Safeguarding the Multilingual Conversations in Southeast Asian Languages for AI-Powered Software,10.1109/aiware69974.2025.00029,ID_EXACT,1.0,
305,IEEE,IEEE_S1_batch_301-320.jsonl,11334709,Security in the Wild: An Empirical Analysis of LLM-Powered Applications and Local Inference Frameworks,MATCHED,Security in the Wild: An Empirical Analysis of LLM-Powered Applications and Local Inference Frameworks,Security in the Wild: An Empirical Analysis of LLM-Powered Applications and Local Inference Frameworks,10.1109/aiware69974.2025.00024,ID_EXACT,1.0,
306,IEEE,IEEE_S1_batch_301-320.jsonl,11327728,ACPO: An Automated Contextual Prompt Optimization Using the Snake Optimizer and Self-Feedback Mechanism,MATCHED,ACPO: An Automated Contextual Prompt Optimization Using the Snake Optimizer and Self-Feedback Mechanism,ACPO: An Automated Contextual Prompt Optimization Using the Snake Optimizer and Self-Feedback Mechanism,10.1109/aeeca65693.2025.00150,ID_EXACT,1.0,
307,IEEE,IEEE_S1_batch_301-320.jsonl,11329228,A Study on Cross-Lingual Security Vulnerabilities in Large Language Models,MATCHED,A Study on Cross-Lingual Security Vulnerabilities in Large Language Models,A Study on Cross-Lingual Security Vulnerabilities in Large Language Models,10.1109/eleco69582.2025.11329228,ID_EXACT,1.0,
308,IEEE,IEEE_S1_batch_301-320.jsonl,11323496,GuardCache: Memory-Augmented Adaptive Input Security for LLM Semantic Caching in FinTech,MATCHED,GuardCache: Memory-Augmented Adaptive Input Security for LLM Semantic Caching in FinTech,GuardCache: Memory-Augmented Adaptive Input Security for LLM Semantic Caching in FinTech,10.1109/cyberscitech68397.2025.00025,ID_EXACT,1.0,
309,IEEE,IEEE_S1_batch_301-320.jsonl,11316569,Three Trustworthiness Challenges in Large Language Model-Based Financial Systems: Real-World Examples and Mitigation Strategies,MATCHED,Three Trustworthiness Challenges in Large Language Model-Based Financial Systems: Real-World Examples and Mitigation Strategies,Three Trustworthiness Challenges in Large Language Model-Based Financial Systems: Real-World Examples and Mitigation Strategies,10.1631/fitee.2500421,ID_EXACT,1.0,
310,IEEE,IEEE_S1_batch_301-320.jsonl,11319129,Evaluating MLLM Security for the Arabic and French Languages,MATCHED,Evaluating MLLM Security for the Arabic and French Languages,Evaluating MLLM Security for the Arabic and French Languages,10.1109/etecom66111.2025.11319129,ID_EXACT,1.0,
311,IEEE,IEEE_S1_batch_301-320.jsonl,11310042,Model-Agnostic Unsupervised Detection of Prompt Injection with Multiscale Perplexity Signatures,MATCHED,Model-Agnostic Unsupervised Detection of Prompt Injection with Multiscale Perplexity Signatures,Model-Agnostic Unsupervised Detection of Prompt Injection with Multiscale Perplexity Signatures,10.1109/milcom64451.2025.11310042,ID_EXACT,1.0,
312,IEEE,IEEE_S1_batch_301-320.jsonl,11306795,Some Optimization Problems in Large Language Models,MATCHED,Some Optimization Problems in Large Language Models,Some Optimization Problems in Large Language Models,10.1109/icist66592.2025.11306795,ID_EXACT,1.0,
313,IEEE,IEEE_S1_batch_301-320.jsonl,11308512,Adaptive and Privacy-Preserving Detection of Evolving Prompt Injection Attacks in Large Language Models,MATCHED,Adaptive and Privacy-Preserving Detection of Evolving Prompt Injection Attacks in Large Language Models,Adaptive and Privacy-Preserving Detection of Evolving Prompt Injection Attacks in Large Language Models,10.1109/icscn67106.2025.11308512,ID_EXACT,1.0,
314,IEEE,IEEE_S1_batch_301-320.jsonl,11312923,Adaptive Two-Layer Inspection Framework for Mitigating Security Risks in Large-Scale Vertical Domain Language Models,MATCHED,Adaptive Two-Layer Inspection Framework for Mitigating Security Risks in Large-Scale Vertical Domain Language Models,Adaptive Two-Layer Inspection Framework for Mitigating Security Risks in Large-Scale Vertical Domain Language Models,10.1109/ispce-asia69076.2025.11312923,ID_EXACT,1.0,
315,IEEE,IEEE_S1_batch_301-320.jsonl,11300550,Modern Day LLMs : A GOLDMINE or a LANDMINE ?,MATCHED,Modern Day LLMs : A GOLDMINE or a LANDMINE ?,Modern Day LLMs : A GOLDMINE or a LANDMINE ?,10.1109/inspire67328.2025.11300550,ID_EXACT,1.0,
316,IEEE,IEEE_S1_batch_301-320.jsonl,11293682,Security Posture Evaluation of Model Context Protocol Servers Against Prompt Injection,MATCHED,Security Posture Evaluation of Model Context Protocol Servers Against Prompt Injection,Security Posture Evaluation of Model Context Protocol Servers Against Prompt Injection,10.1109/siitme67657.2025.11293682,ID_EXACT,1.0,
317,IEEE,IEEE_S1_batch_301-320.jsonl,11290523,Jailbreak Attack Method for Large Language Models Based on Semantic Space,MATCHED,Jailbreak Attack Method for Large Language Models Based on Semantic Space,Jailbreak Attack Method for Large Language Models Based on Semantic Space,10.1109/aiahpc66801.2025.11290523,ID_EXACT,1.0,
318,IEEE,IEEE_S1_batch_301-320.jsonl,11290591,New Paradigms of Adversarial Attacks Against Large Language Models and Their Defense Mechanisms,MATCHED,New Paradigms of Adversarial Attacks Against Large Language Models and Their Defense Mechanisms,New Paradigms of Adversarial Attacks Against Large Language Models and Their Defense Mechanisms,10.1109/aiahpc66801.2025.11290591,ID_EXACT,1.0,
319,IEEE,IEEE_S1_batch_301-320.jsonl,11273791,Technical Privacy Risks in Generative AI (GenAI) – Lessons from OWASP and Real-World Failures,MATCHED,Technical Privacy Risks in Generative AI (GenAI) – Lessons from OWASP and Real-World Failures,Technical Privacy Risks in Generative AI (GenAI) – Lessons from OWASP and Real-World Failures,10.1109/eeae65901.2025.11273791,ID_EXACT,1.0,
320,IEEE,IEEE_S1_batch_321-340.jsonl,11272734,Multi-Step Adaptive Attack Agent: A Dynamic Approach for Jailbreaking Large Language Models,MATCHED,Multi-Step Adaptive Attack Agent: A Dynamic Approach for Jailbreaking Large Language Models,Multi-Step Adaptive Attack Agent: A Dynamic Approach for Jailbreaking Large Language Models,10.1109/ictai66417.2025.00026,ID_EXACT,1.0,
321,IEEE,IEEE_S1_batch_321-340.jsonl,11280014,Prompt Inject Detection with Generative Explanation as an Investigative Tool,MATCHED,Prompt Inject Detection with Generative Explanation as an Investigative Tool,Prompt Inject Detection with Generative Explanation as an Investigative Tool,10.1109/icmlc66258.2025.11280014,ID_EXACT,1.0,
322,IEEE,IEEE_S1_batch_321-340.jsonl,11297083,"Context Engineering for Multi-Agent Systems: Move beyond prompting to build a Context Engine, a transparent architecture of context and reasoning",MATCHED,,,,ID_EXACT,1.0,
323,IEEE,IEEE_S1_batch_321-340.jsonl,11269647,"‘For Argument’s Sake, Show Me How to Harm Myself!’: Jailbreaking LLMs in Suicide and Self-Harm Contexts",MATCHED,"‘For Argument’s Sake, Show Me How to Harm Myself!’: Jailbreaking LLMs in Suicide and Self-Harm Contexts","‘For Argument’s Sake, Show Me How to Harm Myself!’: Jailbreaking LLMs in Suicide and Self-Harm Contexts",10.1109/istas65609.2025.11269647,ID_EXACT,1.0,
324,IEEE,IEEE_S1_batch_321-340.jsonl,11268746,A Secure and Effective Framework for Key Concept Mining from Educational Content Using Large Language Models,MATCHED,A Secure and Effective Framework for Key Concept Mining from Educational Content Using Large Language Models,A Secure and Effective Framework for Key Concept Mining from Educational Content Using Large Language Models,10.1109/aict67988.2025.11268746,ID_EXACT,1.0,
325,IEEE,IEEE_S1_batch_321-340.jsonl,11257661,Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,MATCHED,Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,10.1109/aann66429.2025.11257661,ID_EXACT,1.0,
326,IEEE,IEEE_S1_batch_321-340.jsonl,11257712,A Lightweight Defense Against Jailbreak Attacks via Honeypot Prompts,MATCHED,A Lightweight Defense Against Jailbreak Attacks via Honeypot Prompts,A Lightweight Defense Against Jailbreak Attacks via Honeypot Prompts,10.1109/aann66429.2025.11257712,ID_EXACT,1.0,
327,IEEE,IEEE_S1_batch_321-340.jsonl,11244933,Toward an Autonomous Purple Teaming Framework for Security and Safety in Large Language Models,MATCHED,Toward an Autonomous Purple Teaming Framework for Security and Safety in Large Language Models,Toward an Autonomous Purple Teaming Framework for Security and Safety in Large Language Models,10.1109/prdc67299.2025.00035,ID_EXACT,1.0,
328,IEEE,IEEE_S1_batch_321-340.jsonl,11233266,Breaking the Brain: Adversarial Attacks and the Fragility of Modern AI Models,MATCHED,Breaking the Brain: Adversarial Attacks and the Fragility of Modern AI Models,Breaking the Brain: Adversarial Attacks and the Fragility of Modern AI Models,10.1109/wconf64849.2025.11233266,ID_EXACT,1.0,
329,IEEE,IEEE_S1_batch_321-340.jsonl,11233258,ShadowPlay: Engineering Defenses Against Role-Based Prompt Injection and Dependency Hallucination in LLM-Powered Development,MATCHED,ShadowPlay: Engineering Defenses Against Role-Based Prompt Injection and Dependency Hallucination in LLM-Powered Development,ShadowPlay: Engineering Defenses Against Role-Based Prompt Injection and Dependency Hallucination in LLM-Powered Development,10.1109/cyber-ai66431.2025.11233258,ID_EXACT,1.0,
330,IEEE,IEEE_S1_batch_321-340.jsonl,11227336,Adversarial Attack on Large Language Models using Exponentiated Gradient Descent,MATCHED,Adversarial Attack on Large Language Models using Exponentiated Gradient Descent,Adversarial Attack on Large Language Models using Exponentiated Gradient Descent,10.1109/ijcnn64981.2025.11227336,ID_EXACT,1.0,
331,IEEE,IEEE_S1_batch_321-340.jsonl,11228703,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,MATCHED,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,10.1109/ijcnn64981.2025.11228703,ID_EXACT,1.0,
332,IEEE,IEEE_S1_batch_321-340.jsonl,11229281,DEO: Jailbreak a Black-box Multimodal Large Language Model with Dual-Embedding Alignment,MATCHED,DEO: Jailbreak a Black-box Multimodal Large Language Model with Dual-Embedding Alignment,DEO: Jailbreak a Black-box Multimodal Large Language Model with Dual-Embedding Alignment,10.1109/ijcnn64981.2025.11229281,ID_EXACT,1.0,
333,IEEE,IEEE_S1_batch_321-340.jsonl,11231998,Adversarial and Multilingual Threats in Retrieval-Augmented Generation: From Prompt Injection to Model Exploitation,MATCHED,Adversarial and Multilingual Threats in Retrieval-Augmented Generation: From Prompt Injection to Model Exploitation,Adversarial and Multilingual Threats in Retrieval-Augmented Generation: From Prompt Injection to Model Exploitation,10.1109/gaclm67198.2025.11231998,ID_EXACT,1.0,
334,IEEE,IEEE_S1_batch_321-340.jsonl,11221566,SHIELD: Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach,MATCHED,SHIELD: Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach,SHIELD: Security against Harmful Prompt Injection Evaluation and Language Detection Leveraging Ensemble Approach,10.1109/iecon58223.2025.11221566,ID_EXACT,1.0,
335,IEEE,IEEE_S1_batch_321-340.jsonl,11208433,Prompt Injection Attack Detection with Machine Learning,MATCHED,Prompt Injection Attack Detection with Machine Learning,Prompt Injection Attack Detection with Machine Learning,10.1109/asyu67174.2025.11208433,ID_EXACT,1.0,
336,IEEE,IEEE_S1_batch_321-340.jsonl,11210045,PiCo: Jailbreaking Multimodal Large Language Models via Pictorial Code Contextualization,MATCHED,PiCo: Jailbreaking Multimodal Large Language Models via Pictorial Code Contextualization,PiCo: Jailbreaking Multimodal Large Language Models via Pictorial Code Contextualization,10.1109/icme59968.2025.11210045,ID_EXACT,1.0,
337,IEEE,IEEE_S1_batch_321-340.jsonl,11209893,FlowJD: Your Imagination Can Help You Jailbreak in Visual Language Models,MATCHED,FlowJD: Your Imagination Can Help You Jailbreak in Visual Language Models,FlowJD: Your Imagination Can Help You Jailbreak in Visual Language Models,10.1109/icme59968.2025.11209893,ID_EXACT,1.0,
338,IEEE,IEEE_S1_batch_321-340.jsonl,11206147,Breaking the Shield: Adversarial Jailbreak Attacks and Defense Mechanisms in Large Language Models,MATCHED,Breaking the Shield: Adversarial Jailbreak Attacks and Defense Mechanisms in Large Language Models,Breaking the Shield: Adversarial Jailbreak Attacks and Defense Mechanisms in Large Language Models,10.1109/eites66543.2025.00023,ID_EXACT,1.0,
339,IEEE,IEEE_S1_batch_321-340.jsonl,11207588,Securing With Dual-LLM Architecture: ChatTEDU an Open Access Chatbot’s Defense,MATCHED,Securing With Dual-LLM Architecture: ChatTEDU an Open Access Chatbot’s Defense,Securing With Dual-LLM Architecture: ChatTEDU an Open Access Chatbot’s Defense,10.1109/access.2025.3623268,ID_EXACT,1.0,
340,IEEE,IEEE_S1_batch_341-360.jsonl,11200929,Red Teaming LLMs: A Stackelberg Game Approach to AI Safety,MATCHED,Red Teaming LLMs: A Stackelberg Game Approach to AI Safety,Red Teaming LLMs: A Stackelberg Game Approach to AI Safety,10.1109/icimia67127.2025.11200929,ID_EXACT,1.0,
341,IEEE,IEEE_S1_batch_341-360.jsonl,11176591,Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing,MATCHED,Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing,Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing,10.1109/iccpct65132.2025.11176591,ID_EXACT,1.0,
342,IEEE,IEEE_S1_batch_341-360.jsonl,11189427,A Novel Security Framework against Prompt Injection Attacks,MATCHED,A Novel Security Framework against Prompt Injection Attacks,A Novel Security Framework against Prompt Injection Attacks,10.1109/ccai65422.2025.11189427,ID_EXACT,1.0,
343,IEEE,IEEE_S1_batch_341-360.jsonl,11186635,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,MATCHED,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,Unlocking LLM Security: Automated Penetration Testing and Source Code Review Based on Vulnerability Analysis and NLP,10.1109/itc-egypt66095.2025.11186635,ID_EXACT,1.0,
344,IEEE,IEEE_S1_batch_341-360.jsonl,11182780,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,MATCHED,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,10.1109/caibda65784.2025.11182780,ID_EXACT,1.0,
345,IEEE,IEEE_S1_batch_341-360.jsonl,11184156,LLM-Enabled In-Context Learning for Data Collection Scheduling in UAV-Assisted Sensor Networks,MATCHED,LLM-Enabled In-Context Learning for Data Collection Scheduling in UAV-Assisted Sensor Networks,LLM-Enabled In-Context Learning for Data Collection Scheduling in UAV-Assisted Sensor Networks,10.1109/jiot.2025.3615410,ID_EXACT,1.0,
346,IEEE,IEEE_S1_batch_341-360.jsonl,11173493,Defending Llms Against Jailbreak Prompts Through Key Information Protection and Selective Compression,MATCHED,Defending Llms Against Jailbreak Prompts Through Key Information Protection and Selective Compression,Defending Llms Against Jailbreak Prompts Through Key Information Protection and Selective Compression,10.1109/qrs65678.2025.00017,ID_EXACT,1.0,
347,IEEE,IEEE_S1_batch_341-360.jsonl,11171650,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,MATCHED,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,JailBreakLLM: An Effective LLaMa Model Designed Specifically to Jailbreak OpenAI GPT,10.1109/qpain66474.2025.11171650,ID_EXACT,1.0,
