database,source_file,bib_key,entry_type,title,abstract,authors,year,doi,url,venue,content_type,title_norm,match_method,match_score,match_margin,evaluation_file,screening_doi,screening_id,screening_title,relevance_score,confidence,phenomenon_centrality,rq_contribution,application_context,evidence_or_synthesis,information_density,hard_exclude,study_type,contribution_types,contexts,possible_duplicate_llm,reason,score_recalculated,score_difference,score_formula_ok,screening_status,priority_band,dedup_key
IEEE,IEEE_S1_301-400.bib,11053836,article,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,"Large language models (LLMs) have exhibited exceptional capabilities across various natural language processing tasks, however, they remain susceptible to prompt injection attacks, which pose significant security challenges. Traditional detection methods often fail to effectively identify such attacks due to their reliance on static rules or surface-level analysis. In this study, we introduce a novel, fine-grained CoT based detection framework that enhances the interpretability and robustness of attack identification. By dissecting the step-by-step reasoning process of LLMs, our approach leverages multidimensional anomaly detection mechanisms-encompassing semantic analysis, consistency evaluations at both step and path levels, and confidence estimations to uncover subtle disruptions caused by malicious prompt manipulations. Experimental results demonstrate that our method achieves superior performance metrics, with significant improvements in accuracy and F1 score, outperforming traditional method by 1.16% in accuracy and 3.39% in F1 score, and surpassing LLMs’ intrinsic detection capabilities by 6.24% in accuracy and 7.65% in F1 score. This work not only fortifies the security of LLMs’ applications but also provides a foundational framework for future research on adaptive defenses against evolving attack strategies.","Shi, Lijuan and Kang, Yajing and Hu, Jie and Li, Xinchi and Yang, Mingchuan",2025,10.1109/access.2025.3583759,,IEEE Access,,meticulous thought defender fine grained chain of thought cot for detecting prompt injection attacks of large language models,ID_EXACT,1.0,,IEEE_S1_batch_361-380.jsonl,,11053836,Meticulous Thought Defender: Fine-Grained Chain-of-Thought (CoT) for Detecting Prompt Injection Attacks of Large Language Models,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,DETECTION,"['DETECTION', 'DEFENSE', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O estudo propõe especificamente um framework de detecção de prompt injection baseado em análise fina de Chain-of-Thought, consistência e confiança. Apresenta resultados experimentais de acurácia e F1 e comparação com métodos tradicionais e capacidades intrínsecas de LLMs.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/access.2025.3583759
IEEE,IEEE_S1_301-400.bib,11035508,inproceedings,Adversarial Paraphrase Substitution: Jailbreak Attacks on Text-to-Image Diffusion Models,"Recent advancements in Text-to-Image (T2I) diffusion models (DMs) have transformed image synthesis, enabling the generation of high-quality and diverse visual content from textual descriptions. However, alongside their impressive capabilities and expanding applications, T2I models carry significant risks, particularly their potential misuse to produce unsafe imagery. While safety mechanisms have been integrated into T2I models, their robustness and reliability remain underexplored, highlighting the need for more systematic and rigorous evaluation. In this paper, we present Adversarial Paraphrase Substitution (APS), a novel automated attack framework designed to expose vulnerabilities in the safety mechanisms of state-of-the-art T2I models. Functioning as a model-agnostic, black-box jailbreak attack targeting text encoders, APS operates without requiring any prior knowledge of the underlying T2I architecture, ensuring its adaptability across a broad spectrum of platforms. The APS framework follows a two-stage process: first, it leverages the generative capabilities of large language models (LLMs) to construct a tailored subset vocabulary for each sensitive word. Subsequently, it generates an optimized adversarial paraphrase from the corresponding subset vocabulary to replace the sensitive word in the original prompt, thereby effectively aligning unsafe concepts within the text encoder's embedding space. Through extensive experiments on open-source T2I models with concept removal mechanisms and commercial platforms with proprietary defenses, APS consistently bypasses safety measures, generating unsafe yet semantically coherent images closely aligned with the original prompts. These results highlight critical vulnerabilities in current defenses and stress the urgent need for more robust safeguards against adversarial exploitation. Content Warning: This paper includes examples of NSFW content.","Zhao, Bingbing and Lu, Bin and Gao, Xu and Shi, Meng",2025,10.1109/ainit65432.2025.11035508,,"2025 IEEE 6th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",,adversarial paraphrase substitution jailbreak attacks on text to image diffusion models,ID_EXACT,1.0,,IEEE_S1_batch_361-380.jsonl,,11035508,Adversarial Paraphrase Substitution: Jailbreak Attacks on Text-to-Image Diffusion Models,0.83,0.97,1.0,0.75,0.25,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'RED_TEAMING', 'EVALUATION']","['MULTIMODAL', 'OTHER']",False,"O trabalho introduz um jailbreak black-box automatizado contra mecanismos de segurança de modelos text-to-image, utilizando LLMs para construir substituições adversariais. Possui experimentação extensa e mecanismo de ataque relevante, mas o alvo principal são modelos de difusão, tornando o contexto menos diretamente transferível para sistemas LLM de extração de informações.",0.82,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/ainit65432.2025.11035508
IEEE,IEEE_S1_301-400.bib,11033427,inproceedings,A Jailbreak Prompt Detector Based on Selective Perturbation and Contrastive Learning,"Jailbreak attacks pose a significant threat to the reliable deployment of large language models (LLMs) in critical applications. Although existing LLMs are supervised fine-tuning and aligned through reinforcement learning from human feedback, automated jailbreak attack algorithms can still identify potential jailbreak prompts that lead to harmful outputs. In this paper, we propose JPS, a jailbreak attack detector based on selective perturbation and contrastive learning. JPS leverages the robustness of jailbreak attacks, which is achieved through complex multi-step optimization, by using perturbation methods to enhance the training data for jailbreak prompts. In order to mitigate noise from perturbation, we introduce a selective strategy based on token importance. Additionally, we employ supervised contrastive learning to effectively differentiate between jailbreak and benign samples. Extensive experiments on the popular jailbreak attacks and benign datasets show that JPS outperforms all the baseline approaches according to F1-score. Furthermore, detailed ablation experiments were conducted to analyze each module of the model, demonstrating the effectiveness of our approach.","Li, Yanshu and Wang, Yan and Yang, Haitian and Liu, Wen and Li, Ning",2025,10.1109/cscwd64889.2025.11033427,,2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),,a jailbreak prompt detector based on selective perturbation and contrastive learning,ID_EXACT,1.0,,IEEE_S1_batch_361-380.jsonl,,11033427,A Jailbreak Prompt Detector Based on Selective Perturbation and Contrastive Learning,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,DETECTION,"['DETECTION', 'DEFENSE', 'EVALUATION']",['GENERAL_LLM'],False,"O estudo propõe diretamente um detector de prompts de jailbreak baseado em perturbação seletiva e aprendizado contrastivo. Experimentos extensos, comparação com baselines por F1 e estudos de ablação fornecem evidência forte para detecção e defesa.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/cscwd64889.2025.11033427
IEEE,IEEE_S1_301-400.bib,11033375,inproceedings,DS-GCG: Enhancing LLM Jailbreaks with Token Suppression and Induction Dual-Strategy,"In intelligent collaborative systems, the role of Large Language Models (LLMs) is becoming increasingly significant, with their security and privacy being of paramount importance. Greedy Coordinate Gradient (GCG)-based adversarial approaches are a staple in red team testing for circumventing the security alignments of LLMs. Yet, these methods are challenged by issues such as convergence difficulties and pseudo-evasion, which can impede attack efficacy. Our research indicates that the high likelihood of rejection tokens appearing in the initial k positions of generated text is a major contributor to adversarial failures, and their suppression can significantly improve attack success rates. Building on these insights, we present DS-GCG, an innovative adversarial attack methodology that enhances GCG attack potency. It employs adjustable-position prefilling to quell refusal responses and incite harmful outputs, coupled with a bidirectional greedy gradient search to swiftly identify adversarial suffixes. DS-GCG's universal suffix approach not only mitigates refusals but also hastens convergence, offering an efficient and robust search strategy. Our experimental results on widely-used open-source LLMs, showcased on the AdvBench dataset, confirm the cutting-edge performance of DS-GCG.","Tang, Xuehai and Yang, Xikang and Yao, Zhongjiang and Wen, Jie and Zhou, Xi and Han, Jizhong and Hu, Songlin",2025,10.1109/cscwd64889.2025.11033375,,2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),,ds gcg enhancing llm jailbreaks with token suppression and induction dual strategy,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11033375,DS-GCG: Enhancing LLM Jailbreaks with Token Suppression and Induction Dual-Strategy,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O jailbreak de LLMs é o foco central, com uma nova variante de ataque GCG baseada em supressão de tokens, prefilling e busca por sufixos adversariais. O estudo apresenta avaliação experimental em LLMs e AdvBench, com evidências diretamente úteis sobre mecanismos e eficácia de ataques.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/cscwd64889.2025.11033375
IEEE,IEEE_S1_301-400.bib,11029795,inproceedings,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,"Large language models (LLMs) have revolutionized artificial intelligence, but their increasing deployment across critical domains has raised concerns about their abnormal behaviors when faced with malicious attacks. Such vulnerability alerts the widespread inadequacy of pre-release testing. In this paper, we conduct a comprehensive empirical study to evaluate the effectiveness of traditional coverage criteria in identifying such inadequacies, exemplified by the significant security concern of jailbreak attacks. Our study begins with a clustering analysis of the hidden states of LLMs, revealing that the embedded characteristics effectively distinguish between different query types. We then systematically evaluate the performance of these criteria across three key dimensions: criterion level, layer level, and token level. Our research uncovers significant differences in neuron coverage when LLMs process normal versus jailbreak queries, aligning with our clustering experiments. Leveraging these findings, we propose three practical applications of coverage criteria in the context of LLM security testing. Specifically, we develop a realtime jailbreak detection mechanism that achieves high accuracy (93.61 % on average) in classifying queries as normal or jailbreak. Furthermore, we explore the use of coverage levels to prioritize test cases, improving testing efficiency by focusing on high-risk interactions and removing redundant tests. Lastly, we introduce a coverage-guided approach for generating jailbreak attack examples, enabling systematic refinement of prompts to uncover vulnerabilities. This study improves our understanding of LLM security testing, enhances their safety, and provides a foundation for developing more robust AI applications.","Zhou, Shide and Li, Tianlin and Wang, Kailong and Huang, Yihao and Shi, Ling and Liu, Yang and Wang, Haoyu",2025,10.1109/icse55347.2025.00209,,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),,understanding the effectiveness of coverage criteria for large language models a special angle from jailbreak attacks,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11029795,Understanding the Effectiveness of Coverage Criteria for Large Language Models: A Special Angle from Jailbreak Attacks,0.84,0.98,0.75,1.0,0.5,1.0,1.0,False,BENCHMARK_EVALUATION,"['ATTACK', 'DETECTION', 'RED_TEAMING', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O trabalho usa jailbreak como cenário principal para avaliar critérios de cobertura em testes de LLMs e deriva aplicações para detecção, priorização de testes e geração de novos exemplos de ataque. A avaliação empírica detalhada fornece evidências relevantes sobre detecção e avaliação de robustez.",0.84,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/icse55347.2025.00209
IEEE,IEEE_S1_301-400.bib,11029790,inproceedings,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,"Large Language Models (LLMs) have found widespread applications in various domains, including web applications with chatbot interfaces. Aided by an LLM-integration middleware such as LangChain, user prompts are translated into SQL queries used by the LLM to provide meaningful responses to users. However, unsanitized user prompts can lead to SQL injection attacks, potentially compromising the security of the database. In this paper, we present a comprehensive examination of prompt-to-SQL ($\mathbf{P}_{2} \mathbf{S Q L}$) injections targeting web applications based on frameworks such as LangChain and LlamaIndex. We characterize $\mathrm{P}_{2} \text{SQL}$ injections, exploring their variants and impact on application security through multiple concrete examples. We evaluate seven state-of-the-art LLMs, demonstrating the risks of $P_{2}$ SQL attacks across language models. By employing both manual and automated methods, we discovered $\mathrm{P}_{2} \text{SQL}$ vulnerabilities in five real-world applications. Our findings indicate that LLMintegrated applications are highly susceptible to $\mathrm{P}_{2} \text{SQL}$ injection attacks, warranting the adoption of robust defenses. To counter these attacks, we propose four effective defense techniques that can be integrated as extensions to the LangChain framework.","Pedro, Rodrigo and Coimbra, Miguel E. and Castro, Daniel and Carreira, Paulo and Santos, Nuno",2025,10.1109/icse55347.2025.00007,,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),,prompt to sql injections in llm integrated web applications risks and defenses,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11029790,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,0.96,0.98,1.0,1.0,0.75,1.0,1.0,False,PRIMARY_ATTACK_AND_DEFENSE,"['ATTACK', 'DEFENSE', 'MITIGATION', 'PREVENTION', 'EVALUATION']","['WEB', 'UNTRUSTED_INPUT', 'GENERAL_LLM', 'CYBERSECURITY']",False,"O artigo caracteriza ataques prompt-to-SQL em aplicações web integradas a LLMs, analisa variantes e impactos e propõe quatro técnicas de defesa. A avaliação de sete LLMs e de aplicações reais oferece evidência empírica diretamente pertinente a ataques baseados em prompts e suas mitigações.",0.96,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/icse55347.2025.00007
IEEE,IEEE_S1_301-400.bib,11036671,article,JailbreakTracer: Explainable Detection of Jailbreaking Prompts in LLMs Using Synthetic Data Generation,"The emergence of Large Language Models (LLMs) has revolutionized natural language processing (NLP), enabling remarkable advancements across various applications. However, these models remain susceptible to adversarial prompts, commonly referred to as jailbreaks, which exploit their vulnerabilities to bypass ethical and safety constraints. These prompts manipulate LLMs to produce harmful or forbidden outputs, posing serious ethical and security challenges. In this study, we propose JailbreakTracer, a novel framework leveraging synthetic data generation and Explainable AI (XAI) to detect and classify jailbreaking prompts. We first construct two comprehensive datasets: a Toxic Prompt Classification Dataset, combining real-world and synthetic jailbreak prompts, and a Forbidden Question Reasoning Dataset, categorizing forbidden queries into 13 distinct scenarios with clear reasoning labels. Synthetic toxic prompts are generated using a fine-tuned GPT model, achieving an attack success rate of 95.1%, effectively addressing the class imbalance. Using transformer-based architectures, we train classifiers that achieved 97.25% accuracy in detecting jailbreak prompts and 100% accuracy in categorizing forbidden questions. Our approach integrates XAI techniques, such as LIME, to ensure interpretability and transparency in the model’s predictions. Extensive evaluations demonstrate the efficacy of JailbreakTracer in detecting and reasoning about jailbreak prompts, providing a critical step toward enhancing the safety and accountability of LLMs. The dataset and code are available on GitHub: https://github.com/faiyazabdullah/JailbreakTracer","Sayeedi, Md. Faiyaz Abdullah and Bin Hossain, Maaz and Hassan, Md. Kamrul and Afrin, Sabrina and Hossain, Molla Md. Sabit and Hossain, Md. Shohrab",2025,10.1109/access.2025.3579996,,IEEE Access,,jailbreaktracer explainable detection of jailbreaking prompts in llms using synthetic data generation,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11036671,JailbreakTracer: Explainable Detection of Jailbreaking Prompts in LLMs Using Synthetic Data Generation,0.93,0.99,1.0,1.0,0.5,1.0,1.0,False,DETECTION,"['DETECTION', 'DATASET', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O estudo é diretamente voltado à detecção e classificação de prompts de jailbreak, propondo framework, datasets sintéticos e técnicas de explicabilidade. Relata métricas de ataque e detecção e avaliações extensas, oferecendo evidências úteis para estratégias defensivas e protocolos experimentais.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/access.2025.3579996
IEEE,IEEE_S1_301-400.bib,11023298,inproceedings,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,"Text-to-image (T2I) generative models have revolutionized content creation by transforming textual descriptions into high-quality images. However, these models are vulnerable to jailbreaking attacks, where carefully crafted prompts bypass safety mechanisms to produce unsafe content. While researchers have developed various jailbreak attacks to expose this risk, these methods face significant limitations, including impractical access requirements, easily detectable unnatural prompts, restricted search spaces, and high query demands on the target system. In this paper, we propose JailFuzzer, a novel fuzzing framework driven by large language model (LLM) agents, designed to efficiently generate natural and semantically meaningful jailbreak prompts in a black-box setting. Specifically, JailFuzzer employs fuzz-testing principles with three components: a seed pool for initial and jailbreak prompts, a guided mutation engine for generating meaningful variations, and an oracle function to evaluate jailbreak success. Furthermore, we construct the guided mutation engine and oracle function by LLM-based agents, which further ensures efficiency and adaptability in black-box settings. Extensive experiments demonstrate that JailFuzzer has significant advantages in jailbreaking T2I models. It generates natural and semantically coherent prompts, reducing the likelihood of detection by traditional defenses. Additionally, it achieves a high success rate in jailbreak attacks with minimal query overhead, outperforming existing methods across all key metrics. This study underscores the need for stronger safety mechanisms in generative models and provides a foundation for future research on defending against sophisticated jailbreaking attacks. JailFuzzer is open-source and available at this repository: https://github.com/YingkaiD/JailFuzzer.","Dong, Yingkai and Meng, Xiangtao and Yu, Ning and Li, Zheng and Guo, Shanqing",2025,10.1109/sp61157.2025.00119,,2025 IEEE Symposium on Security and Privacy (SP),,fuzz testing meets llm based agents an automated and efficient framework for jailbreaking text to image generation models,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11023298,Fuzz-Testing Meets LLM-Based Agents: An Automated and Efficient Framework for Jailbreaking Text-to-Image Generation Models,0.83,0.98,1.0,0.75,0.25,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'RED_TEAMING', 'FRAMEWORK', 'EVALUATION']","['AGENT', 'MULTIMODAL', 'CYBERSECURITY', 'OTHER']",False,"O jailbreak é central e o trabalho propõe geração automatizada de ataques por fuzzing com agentes LLM, incluindo mecanismo de mutação e oracle de sucesso. A relevância contextual é menor porque os alvos principais são modelos text-to-image, embora os mecanismos de geração adversarial sejam potencialmente transferíveis.",0.82,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/sp61157.2025.00119
IEEE,IEEE_S1_301-400.bib,11023476,inproceedings,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,"LLM-integrated applications and agents are vulnerable to prompt injection attacks, where an attacker injects prompts into their inputs to induce attacker-desired outputs. A detection method aims to determine whether a given input is contaminated by an injected prompt. However, existing detection methods have limited effectiveness against state-of-the-art attacks, let alone adaptive ones. In this work, we propose DataSentinel, a game-theoretic method to detect prompt injection attacks. Specifically, DataSentinel fine-tunes an LLM to detect inputs contaminated with injected prompts that are strategically adapted to evade detection. We formulate this as a minimax optimization problem, with the objective of fine-tuning the LLM to detect strong adaptive attacks. Furthermore, we propose a gradient-based method to solve the minimax optimization problem by alternating between the inner max and outer min problems. Our evaluation results on multiple benchmark datasets and LLMs show that DataSentinel effectively detects both existing and adaptive prompt injection attacks. Our code and data are available at: https://github.com/liu00222/Open-Prompt-Injection.","Liu, Yupei and Jia, Yuqi and Jia, Jinyuan and Song, Dawn and Gong, Neil Zhenqiang",2025,10.1109/sp61157.2025.00250,,2025 IEEE Symposium on Security and Privacy (SP),,datasentinel a game theoretic detection of prompt injection attacks,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11023476,DataSentinel: A Game-Theoretic Detection of Prompt Injection Attacks,0.96,0.99,1.0,1.0,0.75,1.0,1.0,False,DETECTION,"['DETECTION', 'DEFENSE', 'EVALUATION', 'FRAMEWORK']","['AGENT', 'GENERAL_LLM', 'UNTRUSTED_INPUT', 'CYBERSECURITY']",False,Prompt injection é o foco explícito e o DataSentinel propõe detecção robusta inclusive contra ataques adaptativos por meio de otimização minimax. A avaliação em múltiplos benchmarks e LLMs é diretamente relevante para detecção e defesa contra injeção de prompts.,0.96,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/sp61157.2025.00250
IEEE,IEEE_S1_301-400.bib,11023405,inproceedings,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,"We surface a new threat to closed-weight Large Language Models (LLMs) that enables an attacker to compute optimization-based prompt injections. Specifically, we characterize how an attacker can leverage the loss-like information returned from the remote fine-tuning interface to guide the search for adversarial prompts. The fine-tuning interface is hosted by an LLM vendor and allows developers to fine-tune LLMs for their tasks, thus providing utility, but also exposes enough information for an attacker to compute adversarial prompts. Through an experimental analysis, we characterize the loss-like values returned by the Gemini fine-tuning API and demonstrate that they provide a useful signal for discrete optimization of adversarial prompts using a greedy search algorithm. Using the PurpleLlama prompt injection benchmark, we demonstrate attack success rates between 65% and 82% on Google's Gemini family of LLMs. These attacks exploit the classic utility-security tradeoff - the fine-tuning interface provides a useful feature for developers but also exposes the LLMs to powerful attacks.","Labunets, Andrey and Pandya, Nishit V. and Hooda, Ashish and Fu, Xiaohan and Fernandes, Earlence",2025,10.1109/sp61157.2025.00121,,2025 IEEE Symposium on Security and Privacy (SP),,fun tuning characterizing the vulnerability of proprietary llms to optimization based prompt injection attacks via the fine tuning interface,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11023405,Fun-tuning: Characterizing the Vulnerability of Proprietary LLMs to Optimization-Based Prompt Injection Attacks via the Fine-Tuning Interface,0.96,0.99,1.0,1.0,0.75,1.0,1.0,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY', 'UNTRUSTED_INPUT']",False,"O artigo identifica um novo vetor para calcular prompt injections otimizadas explorando informações retornadas por interfaces remotas de fine-tuning. Experimentos com Gemini e o benchmark PurpleLlama quantificam taxas de sucesso, contribuindo diretamente para mecanismos de exploração e avaliação de ataques.",0.96,0.0,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/sp61157.2025.00121
IEEE,IEEE_S1_301-400.bib,11029997,inproceedings,Safeguarding LLM-Applications: Specify or Train?,"Large Language Models (LLMs) are powerful tools used in several applications such as conversational AI, and code generation. However, significant robustness concerns arise with LLMs in production, such as hallucinations, prompt injection attacks, harmful content generation, and challenges in maintaining accurate domain-specific content moderation. Guardrails aim to mitigate these challenges by aligning LLM outputs with desired behaviors without modifying the underlying models. Nvidia NeMo Guardrails, for instance, rely on specifying acceptable/unacceptable behaviours. However, it is challenging to predict and address potential issues of LLMs in advance to create these guardrails. Also, manual updates from software engineers are often required to maintain and refine these guardrails. We introduce LLM-Guards, specialised machine learning (ML) models trained to function as protective guards. Additionally, we present an automation pipeline for training and continual fine-tuning of these guards using reinforcement learning from human feedback (RLHF). We evaluated several small LLMs, including Llama-3, Mistral, and Gemma, as LLM-Guards for challenges such as moderation and detecting off-topic queries, and compared their performance against NeMo Guardrails. The proposed Llama-3 LLM-Guard outperformed NeMo Guardrails in detecting offtopic queries, achieving an accuracy of 98.7% compared to 81%. Furthermore, the LLM-Guard detected 97.86% of harmful queries” surpassing NeMo Guardrails by 19.86%.","Abdelkader, Hala and Abdelrazek, Mohamed and Singh, Sankhya and Logothetis, Irini and Rani, Priya and Vasa, Rajesh and Schneider, Jean-Guy",2025,10.1109/cain66642.2025.00047,,2025 IEEE/ACM 4th International Conference on AI Engineering – Software Engineering for AI (CAIN),,safeguarding llm applications specify or train,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11029997,Safeguarding LLM-Applications: Specify or Train?,0.48,0.93,0.25,0.5,0.5,0.75,0.75,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'MITIGATION', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'CHATBOT', 'CYBERSECURITY']",False,"Prompt injection aparece como um entre vários problemas de robustez, enquanto a contribuição principal é um sistema geral de guardrails treináveis. Há avaliação empírica de detecção de consultas off-topic e prejudiciais, mas o resumo não indica avaliação específica de prompt injection.",0.48,0.0,True,EVALUATED,0.25–0.49 baixa prioridade,doi:10.1109/cain66642.2025.00047
IEEE,IEEE_S1_301-400.bib,11030592,article,A Systematic Survey on Black-Box Attacks in Large Language Models Within Communication Networks,"Large Language Models (LLMs) exhibit extraordinary competence in language comprehension and generation. However, as these models find increasing adoption in communication systems, they also become vulnerable to adversarial threats. Such attacks exploit model response mechanisms to generate malicious content or execute jailbreak attempts. Given the paramount importance of reliability and security in communication networks, this issue has garnered considerable attention. Of particular concern are black-box attacks, which circumvent conventional defense strategies by exploiting input-output interactions without requiring internal model knowledge or parameter access. These attacks are highly clandestine and demonstrate substantial practical feasibility, with possible repercussions such as data compromise, the production of harmful content, and the interruption of standard operations. Although relevant research efforts have achieved notable breakthroughs, a comprehensive examination of the topic, especially a systematic review within the realm of communication networks, remains insufficient. This article seeks to offer a comprehensive survey of contemporary black-box attack strategies aimed at LLMs. We begin by retracing the development and applications of such attacks across diverse fields, then propose a taxonomy pertinent to black-box attacks within communication networks, classifying them into three principal categories: scenario and context manipulation attacks, transformation and evasion attacks, and automated and optimized generation attacks. In addition, we examine the associated impacts and potential risks, synthesize limitations in existing research, and present prospective directions and challenges for future research. Our overarching goal is to provide substantial insights that advance the security and reliability of LLMs while promoting the stable evolution of these models within communication network environments.","Du, Wenbiao and Xue, Jingfeng and Guo, Wenjie and Yang, Xiuqi and Fu, Yifeng and Wang, Yong",2025,10.1109/mnet.2025.3578610,,IEEE Network,,a systematic survey on black box attacks in large language models within communication networks,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11030592,A Systematic Survey on Black-Box Attacks in Large Language Models Within Communication Networks,0.65,0.93,0.5,0.75,0.5,0.75,1.0,False,SURVEY,"['SURVEY', 'TAXONOMY']","['GENERAL_LLM', 'CYBERSECURITY', 'OTHER']",False,"O survey aborda ataques black-box em LLMs, incluindo jailbreak e categorias como manipulação de contexto, evasão e geração automatizada. Embora o escopo seja mais amplo que prompt injection e contextualizado em redes de comunicação, a taxonomia e a síntese de limitações podem contribuir para mapear vetores e mecanismos adversariais.",0.65,0.0,True,EVALUATED,0.65–0.79 provável relevância,doi:10.1109/mnet.2025.3578610
IEEE,IEEE_S1_301-400.bib,11020575,inproceedings,TAPDA: Text Adversarial Purification as Defense Against Adversarial Prompt Attack for Large Language Models,"Large Language Models (LLMs) are vulnerable to adversarial prompt attacks, which can lead to “jailbreaking” and the failure of safety alignment, resulting in the generation of harmful content. As adversarial prompts become increasingly human readable, traditional filters based on perplexity become less effective in defending against such attacks. Inspired by adversarial purification in computer vision, we propose a novel system-level defense method called TAPDA to defend against adversarial prompt attacks targeting LLMs. TAPDA leverages LLMs themselves as purification models by using multiple “mask-predict” iterations to generate masked prompts, and then aggregates these prompts using a combination of a voting mechanism and a perplexity-based approach to recover clean prompts. Experiments show that TAPDA effectively reduces the attack success rate (ASR) of adversarial prompt attacks such as AdvPrompter, compared to other defense methods like SMOOTHLLM, while maintaining the human-readability of the prompts.","Yang, Hanlin",2025,10.1109/icaace65325.2025.11020575,,2025 8th International Conference on Advanced Algorithms and Control Engineering (ICAACE),,tapda text adversarial purification as defense against adversarial prompt attack for large language models,ID_EXACT,1.0,,IEEE_S1_batch_381-400.jsonl,,11020575,TAPDA: Text Adversarial Purification as Defense Against Adversarial Prompt Attack for Large Language Models,0.93,0.98,1.0,1.0,0.5,1.0,1.0,False,PRIMARY_DEFENSE,"['DEFENSE', 'MITIGATION', 'PREVENTION', 'EVALUATION']","['GENERAL_LLM', 'CYBERSECURITY']",False,"O trabalho propõe especificamente uma defesa sistêmica contra adversarial prompt attacks que produzem jailbreak, utilizando purificação iterativa de prompts. Experimentos com ASR e comparação com outras defesas fornecem evidências diretamente relevantes para mitigação.",0.92,0.01,True,EVALUATED,0.80–1.00 alta prioridade,doi:10.1109/icaace65325.2025.11020575
