study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/tifs.2026.3705326,['IEEE'],1,External Data Extraction Attacks Against Retrieval-Augmented Large Language Models,"In recent years, retrieval-augmented generation (RAG) has emerged as a key paradigm for enhancing large language models (LLMs). By integrating externally retrieved information, RAG alleviates issues like outdated knowledge and, crucially, insufficient domain expertise. While effective, RAG introduces new risks of external data extraction attacks (EDEAs), where sensitive or copyrighted data in its knowledge base may be extracted verbatim by adversaries. These risks are particularly acute when RAG is used to customize specialized LLM applications with private knowledge bases. Despite initial studies exploring these risks, they often lack a formalized framework, robust attack performance, and comprehensive evaluation, leaving critical questions about real-world EDEA feasibility unanswered. In this paper, we present the first comprehensive study to formalize EDEAs against retrieval-augmented LLMs (RA-LLMs). We first formally define EDEAs and propose a unified framework decomposing their design into three components: extraction instruction, jailbreak operator, and retrieval trigger, under which prior attacks can be considered instances within our framework. Guided by this framework, we develop Secret: a Scalable and EffeCtive exteRnal data Extraction aTtack. Specifically, Secret incorporates (1) an adaptive optimization process using LLMs as optimizers to generate specialized jailbreak prompts for EDEAs, and (2) cluster-focused triggering, an adaptive strategy that alternates between global exploration and local exploitation to efficiently generate effective retrieval triggers. Extensive evaluations across 4 models (including 3 leading commercial LLMs) reveal that Secret significantly outperforms previous attacks, and is highly effective against all 16 tested RAG instances. Notably, Secret successfully extracts 35% of the data from RAG powered by Claude 3.7 Sonnet for the first time, whereas other attacks yield 0% extraction. Secret is also evaluated against potential defenses. Our findings call for urgent attention to this concerning yet largely overlooked emerging threat. Code is available here.","He, Yu and Chen, Yifei and Li, Yiming and Shao, Shuo and Qi, Leyi and Li, Boheng and Tao, Dacheng and Qin, Zhan",2026,10.1109/tifs.2026.3705326,,IEEE Transactions on Information Forensics and Security,EVALUATED,1,0.9,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG']","The central threat is external data extraction from RAG systems rather than prompt injection itself, but the attack framework explicitly incorporates jailbreak operators and optimized jailbreak prompts. It provides a formal attack model, concrete mechanisms, multi-model experiments, defense evaluation, and a highly relevant RAG setting.",0.80–1.00 alta prioridade
doi:10.1109/time-e62724.2024.10919819,['IEEE'],1,Graph-Based Prompt Injection Attacks Against Large Language Models,"As Large language models (LLMs) become widely used, injection attacks that induce violent or discriminatory responses from these models are also becoming more frequent. Initially, many attacks used elaborately designed textual prompts, but recently, with the introduction of models that support multi-modality, many attacks using images in addition to textual prompts have been attempted. Injection attacks using only existing text or images are mostly neutralized by latest safe aligned Large language models. In this paper, we present a new method of replacing sensitive words in the prompt with math expressions and performing an injection attack using a graph drawn based on them. By distributing illegal prompts across various input domains, for intrusion attacks against the latest safe aligned LLMs, our proposed approach achieves a very high success rate compared to SOTA existing injection attacks. We hope that the safety of the multimodal LLMs will be further strengthened by understanding the proposed injection attack.","Kwon, Hyeokjin and Kim, Jaebeom and Pak, Wooguil",2024,10.1109/time-e62724.2024.10919819,,"2024 IEEE International Conference on Technology, Informatics, Management, Engineering and Environment (TIME-E)",EVALUATED,1,0.9,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'MULTIMODAL']","O artigo propõe diretamente um ataque de prompt injection multimodal que substitui termos sensíveis por expressões matemáticas e os distribui em um grafo. O resumo relata alta taxa de sucesso em comparação com ataques SOTA, embora forneça poucos detalhes sobre modelos, métricas e protocolo experimental.",0.80–1.00 alta prioridade
doi:10.1109/aann66429.2025.11257661,['IEEE'],1,Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,"In order to better bypass the security mechanism of the existing model and verify the vulnerabilities of the model in prompt word injection, we propose a reconstructed prompt generation algorithm (RPGA) to explore the prompt injection attacks of large language models. By combining fictional scenes and template-based, more confusing and diverse prompt words are generated. By dynamically generating prompt words, the invisibility and success rate of attacks are enhanced. Experimental results show that RPGA has a high attack success rate on multiple mainstream large language models, which fully verifies the vulnerability of the current model in prompt word injection attacks. Compared with direct prompt injection and indirect prompt injection, the success rate of reconfiguration prompt injection attack is significantly improved. The result highlights the vulnerability of current large language models in the face of complex prompt word attacks, and provides an important reference for the improvement of subsequent model security mechanisms.","Yu, Zhengyi and Fan, Chunlong",2025,10.1109/aann66429.2025.11257661,,2025 5th International Conference on Advanced Algorithms and Neural Networks (AANN),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection é o foco central, com um algoritmo de reconstrução para gerar prompts adversariais mais diversos e evasivos. O resumo relata experimentos em múltiplos LLMs e comparação com injeção direta e indireta, embora forneça poucos detalhes sobre modelos e métricas.",0.80–1.00 alta prioridade
doi:10.1109/ccge67142.2026.11581521,['IEEE'],1,Automated Framework for Red-Team Prompt Injection Testing of LLMs,"The main aim of this work is to improve Large Language Models (LLMs)security assessment by creating an automated framework for red team prompt injection testing of LLMs. Materials and Methods: The system uses reasoning-based prompt generation together with adaptive feedback to construct its framework. The system compares its performance against baseline random and static attack techniques by testing both methods during 30 prompt iterations. At present, two types of red-teaming models exist which include static models and random models. The automated framework develops better adversarial prompts through model feedback which improves their performance with time. Results: The proposed method reduces the average number of iterations to 15.1, raises the coverage to 74.2%, and raises the attack success rate to 62.3%, which is higher than the rates for static and random attacks, which are 36.8% and 19.4%, respectively. The proposed framework provides an effective LLM security assessment method which outperforms traditional assessment techniques in both speed and accuracy.","K, Manikandan. and S, Bharanidharan. and K, Sudha. and R, Arulalan. and R, Manoja. and M, Chandru.",2026,10.1109/ccge67142.2026.11581521,,"2026 2nd International Conference on Computing, Communication and Green Engineering (CCGE)",EVALUATED,1,0.9,0.0,0.97,False,RED_TEAMING,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']",['GENERAL_LLM'],"Desenvolve um framework automatizado de red teaming especificamente para prompt injection, com geração adaptativa de prompts adversariais. Compara abordagens estática e aleatória e reporta cobertura, ASR e número de iterações.",0.80–1.00 alta prioridade
doi:10.1109/cisce65916.2025.11065135,['IEEE'],1,JailSmash: Lightweight Jailbreaking of LLM Applications on Android Smartphones,"The rapid growth of LLM APPs brings potential security risks, particularly jailbreaking attacks. These attacks involve bypassing LLM security mechanisms through carefully designed prompts to generate harmful or unethical content, posing threats to both individuals and organizations. We developed a lightweight jailbreak tool called JailSmash, which leverages jailbreak templates based on in-context learning (ICL) and strategies to guide third-party large language models in automatically generating jailbreak test sets. This tool also enables automated interaction and evaluation of jailbreak results with LLM apps on Android smartphones. Furthermore, we used JailSmash to conduct jailbreak security assessments on 30 mainstream LLM apps, thereby validating the effectiveness of the tool.","Tian, Chen and Yuan, Qi and Liu, Xiaoli and Yan, Ying",2025,10.1109/cisce65916.2025.11065135,,"2025 IEEE 7th International Conference on Communications, Information System and Computer Engineering (CISCE)",EVALUATED,1,0.9,0.0,0.97,False,RED_TEAMING,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']","['CHATBOT', 'CYBERSECURITY', 'GENERAL_LLM']",O artigo apresenta uma ferramenta para geração automatizada de conjuntos de jailbreak e avaliação automática de aplicações LLM em Android. A aplicação da ferramenta a 30 apps fornece evidência empírica relevante para red teaming e avaliação de ataques.,0.80–1.00 alta prioridade
doi:10.1109/ic2sdt68218.2025.11383622,['IEEE'],1,SecureRag: Preventing Sensitive Information Leakage In Rag Pipelines,"Retrieval-Augmented Generation is most commonly used to combine large language models with an external knowledge base in an attempt to ground them. This significantly improves the performance in terms of factual information, but sometimes these pipelines can also expose sensitive information if not handled properly. In this work, SecureRag a framework is presented which is designed to reduce the leakage of sensitive information in these systems. Synthetic datasets were created for six domains including legal, financial, healthcare, government, and e-commerce using Python Faker Library. To implement the SecureRag system, filtering layers were implemented that redacts confidential content before it reaches the large language model. The implementation began with regular expression based filters which were later enhanced with Microsoft Presidio based filters. The implementation was evaluated with multiple tests and large language models including MiniLm, Gemini Flash 2.5, BERT-QA. The RAG system was tested against various scenarios of adversarial attacks such as prompt injections, Base64-encoded data, and needle-in-the-haystack challenges. The results show that SecureRag can effectively prevent sensitive information leakage in RAG pipelines while keeping the retrieval performance intact, this offers a safer approach for RAG pipelines.","Mishra, Nidhi and Rai, Kanchan and Sharma, Dhruv",2025,10.1109/ic2sdt68218.2025.11383622,,2025 Second International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DATASET', 'DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION', 'PREVENTION']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG']","The work proposes and evaluates a RAG defense framework against sensitive-data leakage, explicitly testing prompt injections alongside other adversarial scenarios. Its RAG setting, filtering defenses, synthetic datasets, multiple models, and attack tests make it highly relevant.",0.80–1.00 alta prioridade
doi:10.1109/ic2sdt68218.2025.11383695,['IEEE'],1,Partial-Reps: Defending Large Language Models against Jailbreaks via Partial Repetition,"Jailbreaks in Large Language Models (LLMs) compromise their security and force them to generate malicious content. State-of-the-Art (SOTA) solutions either query the same model multiple times to use the model itself as a jailbreak detector, or use a separate classifier trained to detect malicious outputs. Training a separate classifier is inefficient when defending against jailbreaks on which the model hasn't been trained, whereas the self-querying solution has the issue that querying the same model multiple times incurs overhead in time and computational power. Addressing the issue of self-querying, we propose a novel approach that attempts to achieve better accuracy and reduce computational complexity by leveraging tokenization. We experiment with the approach on eight benchmark datasets and three benchmark LLMs. We observe that our approach preserves the accuracy while significantly reducing the computational complexity.","Gujjari, Neha and Williams, Dhruva Menon and Ravi, Nagarathna and Nallana, Mithun Babu and Hasan Ansari, Md Talib",2025,10.1109/ic2sdt68218.2025.11383695,,2025 Second International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION']",['GENERAL_LLM'],"The paper directly proposes a jailbreak defense intended to reduce the cost of self-querying detection. It is evaluated on eight benchmark datasets and three LLMs, providing direct empirical evidence on defense effectiveness and efficiency.",0.80–1.00 alta prioridade
doi:10.1109/icaiic68212.2026.11454256,['IEEE'],1,Prompt Injection Detection via Key Feature Integration in Large Language Models,"This study proposes Total-Layer Detection (TLD), a novel framework that integrally utilizes all layers of a Large Language Model to detect prompt injection attacks effectively. To address the computational inefficiency arising from high-dimensional data, we selectively utilized only the core features decisive for attack identification. Experiments demonstrated that TLD achieves higher accuracy and superior efficiency compared to single-layer approaches by efficiently reducing the feature dimensionality from the concatenated total-layer vector while enhancing detection precision.","Won, Seyeon and Pak, Wooguil",2026,10.1109/icaiic68212.2026.11454256,,2026 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),EVALUATED,1,0.9,0.0,0.97,False,DETECTION,"['DETECTION', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],Propõe um framework específico para detecção de prompt injection utilizando características selecionadas de todas as camadas do LLM. Experimentos reportam ganhos de precisão e eficiência frente a abordagens de camada única.,0.80–1.00 alta prioridade
doi:10.1109/mita69365.2026.11582392,['IEEE'],1,Enhancing Jailbreak Defense with Diverse Perturbation Combinations,"While aligning large language models (LLMs) with human preferences can prevent undesired outputs, recent research indicates that jailbreak prompts can easily bypass such safeguards, resulting in the generation of prohibited content. In response, perturbation strategies are explored to damage attacks. However, some methods entail iterative checks of prompt subsequences, introducing uncontrollable complexity. Moreover, certain defenses relying on random perturbation are inadequate in disrupting malicious requests, leading to the defense being bypassed. Others depending on a single type of perturbation may incorrectly respond to benign requests while countering attacks. To address these issues, we propose a simple but effective defense strategy called Diverse Perturbation Combinations (DPC). It refines existing perturbations and achieves enough interference on attacks through targeted perturbation, enabling defense against multiple jailbreak attacks. Moreover, by strategically combining different operations, DPC ensures stable detection of benign or harmful requests. We conduct exhaustive theoretical analysis, providing effectiveness guarantees for the defense. Experimental validation on datasets featuring diverse jailbreak prompts across multiple closed-source and open-source LLMs further confirms the empirical effectiveness of our approach.","Wu, Tingting and Gao, Qi and Yu, Zhiwen",2026,10.1109/mita69365.2026.11582392,,2026 13th International Conference on Machine Intelligence Theory and Applications (MiTA),EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION']",['GENERAL_LLM'],"Propõe uma defesa específica contra jailbreak baseada em combinações de perturbações e a valida em múltiplos datasets e LLMs. O foco é diretamente alinhado à mitigação de ataques, com evidência teórica e experimental.",0.80–1.00 alta prioridade
doi:10.1109/tpami.2026.3694189,['IEEE'],1,EVA: Editing for Versatile Alignment Against Jailbreaks,"Large Language Models (LLMs) and Vision Language Models (VLMs) have demonstrated impressive capabilities but remain vulnerable to jailbreaking attacks, where adversaries exploit textual or visual triggers to bypass safety guardrails. Recent defenses typically rely on safety fine-tuning or external filters to reduce the model’s likelihood of producing harmful content. While effective to some extent, these methods often incur significant computational overheads and suffer from the safety utility trade-off, degrading the model’s performance on benign tasks. To address these challenges, we propose EVA (Editing for Versatile Alignment against Jailbreaks), a novel framework that pioneers the application of direct model editing for safety alignment. EVA reframes safety alignment as a precise knowledge correction task. Instead of retraining massive parameters, EVA identifies and surgically edits specific neurons responsible for the model’s susceptibility to harmful instructions, while leaving the vast majority of the model unchanged. By localizing the updates, EVA effectively neutralizes harmful behaviors without compromising the model’s general reasoning capabilities. Extensive experiments demonstrate that EVA outperforms baselines in mitigating jailbreaks across both LLMs and VLMs, offering a precise and efficient solution for post-deployment safety alignment.","Wang, Yi and Qiu, Hongye and Xu, Yue and Yang, Sibei and Qin, Zhan and Huang, Minlie and Wang, Wenjie",2026,10.1109/tpami.2026.3694189,,IEEE Transactions on Pattern Analysis and Machine Intelligence,EVALUATED,1,0.9,0.0,0.97,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['GENERAL_LLM', 'MULTIMODAL']","Jailbreak é o fenômeno central e a contribuição principal é uma defesa por edição direta de neurônios associados à suscetibilidade a instruções nocivas. O resumo relata experimentos extensos em LLMs e VLMs contra baselines, com preservação de utilidade.",0.80–1.00 alta prioridade
doi:10.1109/vcris63677.2024.10813380,['IEEE'],1,Optimizing Transformer Models for Prompt Jailbreak Attack Detection in AI Assistant Systems,"Integrating AI-powered assistants in different areas has changed how people retrieve information. Users can now get quick responses, use the service whenever needed, and handle inquiries well. However, relying on these systems has increasingly raised worries about their safety and reliability, especially when facing threats like prompt injection or jailbreak attacks. These attacks take advantage of the weaknesses of large language models (LLMs) by changing input prompts to create harmful, biased, or misleading results. This paper examines prompt jailbreak attacks in ChatGPT-based assistant chatbots, especially in education. It examines the weaknesses in these systems and suggests ways to detect these attacks by fine-tuning various Transformer models. The research also includes adding prompt jailbreak attack detection in a virtual assistant application for university use. This aims to ensure teachers and students can interact safely and rely on the system. Through rigorous experimentation and evaluation, we demonstrate the practicality and effectiveness of our detection methods, providing reassurance and confidence in the face of AI security challenges. Our studies emphasize the need for robust AI chatbots and offer practical solutions to preserve the integrity of AI-driven tools.","Tien, Le Anh and Van Huong, Pham",2024,10.1109/vcris63677.2024.10813380,,2024 1st International Conference On Cryptography And Information Security (VCRIS),EVALUATED,1,0.9,0.0,0.97,False,DETECTION,"['DETECTION', 'EVALUATION']","['CHATBOT', 'GENERAL_LLM']",O foco é detectar prompt injection e jailbreak em assistentes baseados em ChatGPT por meio de fine-tuning de diferentes modelos Transformer. O trabalho inclui implementação em um assistente universitário e experimentação para avaliar a eficácia dos detectores.,0.80–1.00 alta prioridade
doi:10.1007/978-3-032-19770-2_11,['Springer'],1,Comparative Analysis of&#xa0;Jailbreaking Techniques for&#xa0;Large Language Models: A Systematic Evaluation Framework,"Large Language Models (LLMs) exhibit varying degrees of vulnerability to adversarial attacks that bypass their safety mechanisms. This paper presents a systematic evaluation framework for analyzing different jailbreaking methodologies across multiple model architectures. We introduce a comprehensive framework for quantifying the effectiveness of the jailbreaking technique in 13 distinct categories of harmful content. Our framework enables reproducible comparisons between different attack vectors and provides insight into scale-dependent vulnerability patterns. The evaluations performed on the framework shows how model architecture and parameter count influence resistance to different attack types, revealing important relationships between model capabilities and security vulnerabilities.",Pablo VellosilloAna Garcia-FornesJose SuchElena del Val,2026,10.1007/978-3-032-19770-2_11,https://link.springer.com/chapter/10.1007/978-3-032-19770-2_11,Computational Intelligence in Security for Information Systems,EVALUATED,1,0.9,0.0,0.96,False,BENCHMARK_EVALUATION,"['ATTACK', 'BENCHMARK', 'EVALUATION', 'FRAMEWORK']",['GENERAL_LLM'],Apresenta um framework sistemático para comparar técnicas de jailbreak entre arquiteturas e categorias de conteúdo nocivo. O foco em comparação reproduzível de vetores de ataque e padrões de vulnerabilidade é diretamente útil para caracterizar ataques e protocolos de avaliação.,0.80–1.00 alta prioridade
doi:10.1007/978-981-95-3072-4_6,['Springer'],1,Detection Method for&#xa0;Prompt Injection by&#xa0;Integrating Pre-trained Model and&#xa0;Heuristic Feature Engineering,"To address prompt injection threats in LLMs, we propose DMPI-PMHFE, a dual-channel feature fusion framework that integrates DeBERTa with heuristic feature engineering. The framework transforms input text into semantic vectors while extracting explicit structural features through attack-pattern-based heuristic rules. Features from both channels are fused via fully connected networks for final classification. This approach mitigates limitations of single-channel feature extraction. Experimental results demonstrate that DMPI-PMHFE outperforms existing methods in accuracy, recall, and F1-score across diverse benchmark datasets. When deployed on mainstream LLMs (GLM-4, LLaMA 3, Qwen 2.5, and GPT-4o), it significantly reduces attack success rates.",Yi JiRunzhi LiBaolei Mao,2026,10.1007/978-981-95-3072-4_6,https://link.springer.com/chapter/10.1007/978-981-95-3072-4_6,"Knowledge Science, Engineering and Management",EVALUATED,1,0.9,0.0,0.96,False,DETECTION,"['DETECTION', 'EVALUATION', 'MITIGATION']",['GENERAL_LLM'],"Propõe um detector específico de prompt injection que combina DeBERTa e atributos heurísticos estruturais. A avaliação usa diversos benchmarks, métricas de classificação e implantação em quatro LLMs, incluindo impacto sobre a taxa de sucesso dos ataques.",0.80–1.00 alta prioridade
doi:10.1007/978-981-95-3537-8_22,['Springer'],1,Secure Guard: A Semantic-Based Jailbreak Prompt Detection Framework for&#xa0;Protecting Large Language Models,"Large language models (LLMs) have made significant progress in the field of natural language processing. Through training, they can understand natural language texts and demonstrate impressive abilities in language processing and generation. However, due to the presence of “competing objectives” and “mismatched generalization” in LLMs, they are susceptible to jailbreak attacks. This type of attack can bypass the safety alignment mechanism of the model, causing LLMs to generate inappropriate or harmful content. To address this issue, this paper proposes a semantic-based jailbreak attack detection method. We have designed a hybrid neural network architecture called Secure Guard to improve the detection effectiveness and accuracy of jailbreak attacks. Compared with existing defense methods, this model identifies harmful content by analyzing input semantic information, solving the low coverage and false alarm problems associated with jailbreak attacks. Experimental results have shown that Secure Guard achieves state-of-the-art performance on multiple test sets.",Sixin FangKe ChengJixin ZhangZheng QinMingwu Zhang,2026,10.1007/978-981-95-3537-8_22,https://link.springer.com/chapter/10.1007/978-981-95-3537-8_22,Information and Communications Security,EVALUATED,1,0.9,0.0,0.96,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'GENERAL_LLM']","O estudo tem jailbreak como foco central e propõe um framework semântico de detecção, comparado com métodos de defesa existentes. O resumo relata avaliação experimental em múltiplos conjuntos de teste, mas o contexto de aplicação permanece geral para LLMs.",0.80–1.00 alta prioridade
doi:10.1109/bigdata66926.2025.11400893,['IEEE'],1,JADE: Jailbreak-Aware Dynamic Defense Enhancer for LLMs Via Reinforcement Learning,"Adversarial attacks pose significant threats to Large Language Models (LLMs), enabling malicious actors to generate harmful content through carefully crafted prompts. To address this challenge, we propose JADE: Jailbreak-Aware Dynamic Defense Enhancer, a novel reinforcement learning framework that dynamically enhances LLM robustness against jailbreak attacks. JADE employs a three-model architecture—Jailbreak Prompt Optimizer, Target Model, and Safety Evaluator—that engage in closed-loop adversarial training using Proximal Policy Optimization (PPO). The framework enables continuous co-evolution of attack and defense strategies through iterative policy updates. Extensive experiments across multiple benchmarks demonstrate JADE's superior performance, significantly reducing attack success rates while maintaining model utility compared to state-of-the-art defense methods.","Li, Laizhen and Zhao, Peicheng and Gao, Xitong and Zhao, Juanjuan and Ye, Kejiang",2025,10.1109/bigdata66926.2025.11400893,,2025 IEEE International Conference on Big Data (BigData),EVALUATED,1,0.9,0.0,0.96,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']",['GENERAL_LLM'],"Propõe uma defesa dinâmica especificamente contra jailbreak, baseada em treinamento adversarial com otimizador de prompts, modelo alvo e avaliador de segurança. O resumo informa experimentos em múltiplos benchmarks e redução de ASR preservando utilidade, embora não detalhe valores quantitativos.",0.80–1.00 alta prioridade
doi:10.1109/dsn-s65789.2025.00037,['IEEE'],1,To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,"LLM agents are widely used as agents for customer support, content generation, and code assistance. However, they are vulnerable to prompt injection attacks, where adversarial inputs manipulate the model’s behavior. Traditional defenses like input sanitization, guard models, and guardrails are either cumbersome or ineffective. In this paper, we propose a novel, lightweight defense mechanism called Polymorphic Prompt Assembling (PPA), which protects against prompt injection with near-zero overhead. The approach is based on the insight that prompt injection requires guessing and breaking the structure of the system prompt. By dynamically varying the structure of system prompts, PPA prevents attackers from predicting the prompt structure, thereby enhancing security without compromising performance. We conducted experiments to evaluate the effectiveness of PPA against existing attacks and compared it with other defense methods.","Wang, Zhilong and Nagaraja, Neha and Zhang, Lan and Bahsi, Hayretdin and Patil, Pawan and Liu, Peng",2025,10.1109/dsn-s65789.2025.00037,,2025 55th Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume (DSN-S),EVALUATED,1,0.9,0.0,0.96,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION']","['AGENT', 'GENERAL_LLM']","O trabalho propõe especificamente uma defesa leve contra prompt injection em agentes LLM, baseada em variação dinâmica da estrutura do system prompt. O resumo informa experimentos contra ataques existentes e comparação com outras defesas, tornando-o diretamente relevante para mitigação.",0.80–1.00 alta prioridade
doi:10.1109/icecet65726.2026.11632629,['IEEE'],1,"Secure MCP-Based Tool-Augmented RAG for Industrial IoT Diagnostics Under Indirect Prompt Injection, Retrieval Poisoning, and Modality Outages","Industrial IoT diagnostics require integrating diverse evidence streams, such as telemetry, event logs, configuration snapshots, and operational knowledge bases, while adhering to safety and security requirements. Tool-augmented retrieval-augmented generation (RAG) facilitates this integration by merging retrieval processes with the regulated use of tools. In Operational Technology (OT) settings, two primary risks associated with deployment are: (i) indirect prompt injection through retrieved materials or tool outputs, which can disrupt the model context and result in behavior that contradicts established policies; and (ii) limited visibility caused by tool failures, gaps in telemetry, and delayed logging, which diminishes evidential support and raises the chances of producing unsubstantiated outputs. This paper examines a protocol-aligned architecture that integrates MCP-exposed tools within a defense-in-depth RAG pipeline. The approach employs hybrid retrieval and reranking, instruction-aware content filtering, typed least-privilege tool mediation with audit logging, evidence-bound generation with citation enforcement, and outage-aware abstention policies. An OT-oriented stress-test suite is defined based on prior RAG security evaluations, and utility, security, and degradation metrics are reported using a proprietary multi-site IIoT dataset. The findings indicate the importance of treating retrieval and tool interfaces as distinct security boundaries in industrial diagnostic assistants.","Ersoy, Pınar and Erşahin, Mustafa",2026,10.1109/icecet65726.2026.11632629,,"2026 6th International Conference on Electrical, Computer and Energy Technologies (ICECET)",EVALUATED,1,0.9,0.0,0.96,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION', 'PREVENTION']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'RAG', 'UNTRUSTED_INPUT']","Indirect prompt injection em materiais recuperados ou saídas de ferramentas é uma das ameaças principais tratadas por uma arquitetura RAG defensiva em profundidade. O estudo define stress tests e reporta métricas de utilidade, segurança e degradação, com forte aderência a RAG e conteúdo externo.",0.80–1.00 alta prioridade
doi:10.1109/tdsc.2026.3709894,['IEEE'],1,Efficient Prompt Security Detection for LLM Service Deployment in Edge-Cloud Networks,"While Large Language Models (LLMs) have achieved revolutionary advancements in natural language processing, their inherent vulnerability to prompt injection attacks has raised significant security concerns. Existing security detection approaches for LLM deployment often fail to fully leverage edge-cloud collaboration and largely overlook the issue of user heterogeneity, resulting in reduced detection efficiency and security risks. To address these challenges, this paper proposes a Belief-updating and User-aware Security (BUUAS) framework for LLM service deployment in edge–cloud networks. BUUAS integrates a Bayesian-inspired belief update method with a belief-weighted contextual multi-armed bandit (BWCB) mechanism to achieve dynamic and user-aware scheduling of security detection tasks. This design enables the system to prioritize high-risk requests while improving overall task allocation and execution efficiency. Extensive experimental results demonstrate that BUUAS outperforms state-of-the-art methods in terms of detection accuracy, network throughput, and resource efficiency in dynamic network conditions characterized by fluctuating user loads and varying malicious user ratios.","Chen, Wenjing and Cui, Jie and Huang, Wenjie and Zhang, Jing and Wei, Lu and Min, Geyong",2026,10.1109/tdsc.2026.3709894,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.9,0.0,0.96,False,DETECTION,"['DETECTION', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'GENERAL_LLM']","O trabalho trata diretamente da detecção de segurança para ataques de prompt injection em serviços LLM. Propõe um framework de detecção e escalonamento e reporta avaliação experimental de acurácia, throughput e eficiência.",0.80–1.00 alta prioridade
doi:10.1109/acdsa67686.2026.11467846,['IEEE'],1,Evolving Security in LLMs: A Study of Jailbreak Attacks and Defenses,"Large Language Models (LLMs) are increasingly popular, powering a wide range of applications. Their widespread use has sparked concerns, especially through jailbreak attacks that bypass safety measures to produce harmful content. In this paper, we present a comprehensive security analysis of large language models (LLMs), addressing critical research questions on the evolution and determinants of model safety. Specifically, we begin by identifying the most effective techniques for detecting jailbreak attacks. Next, we investigate whether newer versions of LLMs offer improved security compared to their predecessors. We also assess the impact of model size on overall security and explore the potential benefits of integrating multiple defense strategies to enhance the security. Our study evaluates both open-source (e.g., LLaMA and Mistral) and closedsource models (e.g., GPT-4) by employing four state-of-the-art attack techniques and assessing the efficacy of three new defensive approaches. Our code and dataset can be found at [1].","Wei, Wenlan and Shang, Zhengchun and Bai, Weiheng",2026,10.1109/acdsa67686.2026.11467846,,"2026 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",EVALUATED,1,0.9,0.0,0.95,False,BENCHMARK_EVALUATION,"['ATTACK', 'BENCHMARK', 'DEFENSE', 'DETECTION', 'EVALUATION']",['GENERAL_LLM'],"O trabalho realiza análise experimental de jailbreaks e defesas, comparando técnicas de ataque, abordagens defensivas, versões e tamanhos de modelos. É diretamente alinhado às questões sobre ataques, detecção, defesa e protocolos de avaliação, embora o resumo não apresente resultados quantitativos detalhados.",0.80–1.00 alta prioridade
